Family,Year,Loc,Rep,Total_Yield
125,2,1,2,238.73838978
125,2,2,1,320.60686015
125,2,2,2,324.0100737
126,1,1,1,415.75079443
126,1,1,2,237.75741114
126,1,2,1,519.66760039
126,1,2,2,674.46010666
126,2,1,1,659.33648325
126,2,1,2,472.90029249
126,2,2,1,473.4976246
126,2,2,2,442.35189822
127,1,1,1,403.38508507
127,1,1,2,370.94715225
127,1,2,1,578.26742363
127,1,2,2,581.45018183
127,2,1,1,687.57136787
127,2,1,2,520.06796234
127,2,2,1,727.64610717
127,2,2,2,311.93990353
128,1,1,1,561.16598771
128,1,1,2,396.25039487
128,1,2,1,374.00285196
128,1,2,2,572.25063591
128,2,1,1,270.07986416
128,2,1,2,464.14876196
128,2,2,1,522.22395202
128,2,2,2,384.06256178
129,1,1,1,534.32955544
129,1,1,2,173.01119912
129,1,2,1,276.28140855
129,1,2,2,232.71539301
129,2,1,1,808.96351708
129,2,1,2,647.89183862
129,2,2,1,522.48435638
129,2,2,2,430.53467737
130,1,1,1,554.42059423
130,1,1,2,409.91897181
130,1,2,1,527.31045791
130,1,2,2,457.70493037
130,2,1,1,741.28698762
130,2,1,2,723.27638178
130,2,2,1,522.13319219
130,2,2,2,670.86951231
131,1,1,1,614.33932505
131,1,1,2,567.11999659
131,1,2,1,640.27821941
131,1,2,2,330.79300905
131,2,1,1,547.95811197
131,2,1,2,314.6075892
131,2,2,1,493.26551567
131,2,2,2,464.98536756
132,1,1,1,678.84249876
132,1,1,2,769.38573252
132,1,2,1,403.31514504
132,1,2,2,508.21062336
132,2,1,1,484.28830314
132,2,1,2,683.77697469
132,2,2,1,688.44734265
132,2,2,2,814.58787576
133,1,1,1,433.98064677
133,1,1,2,416.72995409
133,1,2,1,563.63484299
133,1,2,2,632.9079741
133,2,1,1,574.38222171
133,2,1,2,652.02087199
133,2,2,1,273.98101382
133,2,2,2,386.9787526
134,1,1,1,217.97972214
134,1,1,2,710.4403517
134,1,2,1,382.12807224
134,1,2,2,288.44650294
134,2,1,1,432.70034562
134,2,1,2,605.06224312
134,2,2,1,351.56806276
134,2,2,2,462.60673563
135,1,1,1,513.90694588
135,1,1,2,590.1815042
135,1,2,1,261.87533872
135,1,2,2,431.73767786
135,2,1,1,699.88404542
135,2,1,2,735.75422857
135,2,2,1,652.44138571
135,2,2,2,796.16610928
136,1,1,1,338.09811684
136,1,1,2,514.65481569
136,1,2,1,626.8823485
136,1,2,2,531.26245465
136,2,1,1,456.70969642
136,2,1,2,544.78811365
136,2,2,1,311.30841868
136,2,2,2,438.23984922
